id_transaccion,id_comercio_comercio,fecha_transaccion,tipo_operacion,id_operacion,estado,monto,moneda,id_producto,motivo_venta_observada,numero_serie_terminal,codigo_autorizacion,numero_referencia,numero_lote,monto_dcc,dcc,numero_tarjeta,origen_tarjeta,tipo_tarjeta,marca_tarjeta,tipo_captura,banco_emisor,numero_cuenta,banco_pagador,numero_cuotas,transaccion_cuotas_sin_interes,nombre_programa,id_detalle_transaccion,importe_descuento,cashback,monto_cashback,comision_cuota_sin_interes,paga_rapido,qr,importe_propina,RUC,codigo_comercio,nombre_comercio,direccion,telefono,email,fecha_registro,ciudad,distrito,provincia,departamento,tipo_comercio,sector,ingresos_anuales,fecha_apertura,numero_empleados,frecuencia_transacciones,nivel_lealtad,id_comercio_producto,nombre_producto,categoria,precio_unitario,banco,comision,fecha,descripcion,es_dia_festivo,comision_aplicada,DayOfMonth
3917,125,2024-05-04 00:30:59.514886,Venta,125_3717,Rechazado,1457.27,Soles,758,,482502,102982,723126232615,2940,40.73,SI,4880******6246,Nacional,Débito,Visa,Magstripe,Interbank,2791557077,Interbank,0,NO,Descuento Especial,4117,5.65,NO,13.84,8.91,NO,SI,1.74,205500125,C125,Comercio 125,Dirección Y,987654321,correo125@example.com,2024-11-14,Piura,Surco,Provincia X,Departamento X,Mayorista,Salud,89630.5,2017-11-12,7,Diaria,Bronce,150,Producto C,Alimentos,257.32,Interbank,0.012,,,False,17.48724,4
3918,125,2023-11-24 00:30:59.514886,Venta,125_3718,En proceso,56.44,Soles,375,Sin observaciones,752918,138595,731054358671,7224,39.77,NO,4838******5420,Internacional,Débito,Visa,Magstripe,Interbank,1674982946,Scotiabank,9,SI,Descuento Especial,4118,11.75,SI,8.72,7.39,NO,SI,8.06,205500125,C125,Comercio 125,Dirección Y,987654321,correo125@example.com,2024-11-14,Piura,Surco,Provincia X,Departamento X,Mayorista,Salud,89630.5,2017-11-12,7,Diaria,Bronce,73,Producto E,Electrónica,230.42,Interbank,0.012,,,False,0.67728,24
3919,125,2024-08-12 00:30:59.514886,Venta,125_3719,Completado,1848.2,Soles,951,Observado,644882,565094,369561164956,1684,16.77,SI,4117******1418,Internacional,Débito,MasterCard,QR,BBVA,9370038976,BCP,10,NO,Cashback Program,4119,4.11,SI,6.31,9.02,SI,SI,3.08,205500125,C125,Comercio 125,Dirección Y,987654321,correo125@example.com,2024-11-14,Piura,Surco,Provincia X,Departamento X,Mayorista,Salud,89630.5,2017-11-12,7,Diaria,Bronce,189,Producto A,Ropa,42.68,BBVA,0.013,,,False,24.0266,12
3920,125,2024-08-17 00:30:59.514886,Venta,125_3720,Rechazado,981.03,Soles,233,,804679,360012,500389474628,8970,22.09,SI,4123******6848,Nacional,Crédito,Amex,QR,Interbank,3579740881,Scotiabank,0,SI,Paga Rápido,4120,5.79,NO,17.24,9.99,SI,SI,10.9,205500125,C125,Comercio 125,Dirección Y,987654321,correo125@example.com,2024-11-14,Piura,Surco,Provincia X,Departamento X,Mayorista,Salud,89630.5,2017-11-12,7,Diaria,Bronce,45,Producto C,Muebles,278.32,Interbank,0.018,,,False,17.65854,17
3921,125,2024-06-01 00:30:59.514886,Venta,125_3721,Rechazado,443.07,Soles,633,,645506,460733,830552239540,9785,46.44,NO,4624******9881,Internacional,Crédito,Amex,Manual,Scotiabank,9241959894,BBVA,10,SI,Paga Rápido,4121,21.77,NO,16.98,7.89,NO,SI,7.45,205500125,C125,Comercio 125,Dirección Y,987654321,correo125@example.com,2024-11-14,Piura,Surco,Provincia X,Departamento X,Mayorista,Salud,89630.5,2017-11-12,7,Diaria,Bronce,125,Producto C,Muebles,352.69,Scotiabank,0.019,,,False,8.41833,1
3922,125,2024-09-07 00:30:59.514886,Venta,125_3722,En proceso,262.9,Soles,448,Sin observaciones,508822,443614,240423289586,4189,42.57,SI,4924******2558,Internacional,Crédito,MasterCard,CHIP,BCP,3302070626,Interbank,11,SI,Descuento Especial,4122,54.11,SI,16.41,3.37,SI,NO,0.17,205500125,C125,Comercio 125,Dirección Y,987654321,correo125@example.com,2024-11-14,Piura,Surco,Provincia X,Departamento X,Mayorista,Salud,89630.5,2017-11-12,7,Diaria,Bronce,88,Producto C,Ropa,49.91,BCP,0.02,,,False,5.258,7
3923,125,2024-10-11 00:30:59.514886,Venta,125_3723,En proceso,772.21,Soles,258,,195333,962365,527818720831,5030,46.51,NO,4518******3129,Nacional,Débito,MasterCard,Manual,Interbank,9815941528,BBVA,5,NO,,4123,71.24,SI,16.7,8.46,SI,SI,14.44,205500125,C125,Comercio 125,Dirección Y,987654321,correo125@example.com,2024-11-14,Piura,Surco,Provincia X,Departamento X,Mayorista,Salud,89630.5,2017-11-12,7,Diaria,Bronce,50,Producto C,Electrónica,40.3,Interbank,0.012,,,False,9.26652,11
3924,125,2024-06-25 00:30:59.514886,Venta,125_3724,En proceso,514.58,Soles,719,Sin observaciones,506145,783591,557963369549,2708,29.42,SI,4502******3274,Nacional,Débito,Amex,Manual,Interbank,5787335878,Scotiabank,3,NO,Paga Rápido,4124,9.01,NO,19.01,7.05,NO,NO,6.78,205500125,C125,Comercio 125,Dirección Y,987654321,correo125@example.com,2024-11-14,Piura,Surco,Provincia X,Departamento X,Mayorista,Salud,89630.5,2017-11-12,7,Diaria,Bronce,142,Producto D,Muebles,79.67,Interbank,0.012,,,False,6.1749600000000004,25
3925,125,2024-01-30 00:30:59.514886,Venta,125_3725,Completado,499.16,Soles,344,Observado,633206,590952,526979234833,6748,8.83,SI,4048******7095,Nacional,Crédito,Amex,Magstripe,Scotiabank,3837181278,Interbank,9,NO,Descuento Especial,4125,15.16,SI,4.17,8.28,SI,SI,12.58,205500125,C125,Comercio 125,Dirección Y,987654321,correo125@example.com,2024-11-14,Piura,Surco,Provincia X,Departamento X,Mayorista,Salud,89630.5,2017-11-12,7,Diaria,Bronce,67,Producto D,Electrónica,80.42,Scotiabank,0.019,,,False,9.48404,30
3926,125,2024-01-03 00:30:59.514886,Venta,125_3726,Completado,1039.57,Soles,908,Sin observaciones,823087,790498,813975779980,4413,49.38,SI,4310******2333,Nacional,Crédito,MasterCard,QR,BCP,2852771090,Scotiabank,2,SI,Paga Rápido,4126,70.97,SI,11.47,2.4,SI,NO,6.38,205500125,C125,Comercio 125,Dirección Y,987654321,correo125@example.com,2024-11-14,Piura,Surco,Provincia X,Departamento X,Mayorista,Salud,89630.5,2017-11-12,7,Diaria,Bronce,180,Producto C,Ropa,317.82,BCP,0.02,,,False,20.7914,3
3927,125,2024-06-13 00:30:59.514886,Venta,125_3727,En proceso,1625.3,Soles,424,Sin observaciones,210318,341819,382270704647,9254,42.47,SI,4759******1600,Nacional,Crédito,Visa,QR,Scotiabank,8405182069,Interbank,4,SI,Descuento Especial,4127,92.03,SI,3.48,2.32,SI,SI,4.37,205500125,C125,Comercio 125,Dirección Y,987654321,correo125@example.com,2024-11-14,Piura,Surco,Provincia X,Departamento X,Mayorista,Salud,89630.5,2017-11-12,7,Diaria,Bronce,83,Producto D,Electrónica,491.57,Scotiabank,0.019,,,False,30.880699999999997,13
3928,125,2024-10-26 00:30:59.514886,Venta,125_3728,En proceso,1864.77,Soles,709,Sin observaciones,330043,822736,644260265547,7629,32.12,SI,4553******3826,Internacional,Crédito,Amex,Magstripe,BBVA,6207292448,BCP,7,SI,Descuento Especial,4128,93.53,SI,1.28,4.04,SI,SI,13.98,205500125,C125,Comercio 125,Dirección Y,987654321,correo125@example.com,2024-11-14,Piura,Surco,Provincia X,Departamento X,Mayorista,Salud,89630.5,2017-11-12,7,Diaria,Bronce,140,Producto D,Muebles,240.69,BBVA,0.017,,,False,31.70109,26
3929,125,2024-02-21 00:30:59.514886,Venta,125_3729,Rechazado,1104.03,Soles,881,Sin observaciones,925956,406531,449518794618,2198,22.47,SI,4428******5526,Internacional,Crédito,MasterCard,Manual,Interbank,1466530125,BCP,6,NO,,4129,81.85,SI,3.67,0.64,NO,SI,9.01,205500125,C125,Comercio 125,Dirección Y,987654321,correo125@example.com,2024-11-14,Piura,Surco,Provincia X,Departamento X,Mayorista,Salud,89630.5,2017-11-12,7,Diaria,Bronce,175,Producto A,Muebles,333.24,Interbank,0.018,,,False,19.872539999999997,21
3930,125,2024-03-12 00:30:59.514886,Venta,125_3730,Rechazado,428.97,Soles,229,Sin observaciones,887455,998881,675158716663,1380,19.43,SI,4153******8973,Nacional,Crédito,MasterCard,Magstripe,BBVA,6076625755,Scotiabank,9,SI,,4130,52.11,SI,5.12,8.1,NO,SI,13.13,205500125,C125,Comercio 125,Dirección Y,987654321,correo125@example.com,2024-11-14,Piura,Surco,Provincia X,Departamento X,Mayorista,Salud,89630.5,2017-11-12,7,Diaria,Bronce,44,Producto D,Ropa,296.21,BBVA,0.017,,,False,7.292490000000001,12
3931,125,2024-10-04 00:30:59.514886,Venta,125_3731,En proceso,157.59,Soles,310,Sin observaciones,237814,172463,549097792696,7851,49.96,SI,4568******3248,Nacional,Crédito,Amex,Manual,Interbank,7274632672,Interbank,10,NO,Cashback Program,4131,65.82,SI,10.15,1.71,SI,NO,3.17,205500125,C125,Comercio 125,Dirección Y,987654321,correo125@example.com,2024-11-14,Piura,Surco,Provincia X,Departamento X,Mayorista,Salud,89630.5,2017-11-12,7,Diaria,Bronce,60,Producto E,Ropa,40.63,Interbank,0.018,,,False,2.83662,4
3932,125,2024-06-22 00:30:59.514886,Venta,125_3732,Completado,848.39,Soles,109,,317573,735689,496718534199,5844,1.68,NO,4815******4870,Internacional,Crédito,MasterCard,QR,Interbank,9950776991,BCP,8,SI,Paga Rápido,4132,86.58,SI,8.52,9.53,NO,SI,2.72,205500125,C125,Comercio 125,Dirección Y,987654321,correo125@example.com,2024-11-14,Piura,Surco,Provincia X,Departamento X,Mayorista,Salud,89630.5,2017-11-12,7,Diaria,Bronce,20,Producto D,Electrónica,112.57,Interbank,0.018,,,False,15.271019999999998,22
3933,125,2024-04-25 00:30:59.514886,Venta,125_3733,Rechazado,1465.29,Soles,982,,864896,533547,454016806458,8094,6.98,SI,4978******7575,Nacional,Débito,Visa,Magstripe,BCP,8653565318,BCP,10,NO,Descuento Especial,4133,87.5,NO,14.22,1.26,NO,SI,8.0,205500125,C125,Comercio 125,Dirección Y,987654321,correo125@example.com,2024-11-14,Piura,Surco,Provincia X,Departamento X,Mayorista,Salud,89630.5,2017-11-12,7,Diaria,Bronce,195,Producto B,Ropa,301.89,BCP,0.015,,,False,21.97935,25
3934,125,2024-10-13 00:30:59.514886,Venta,125_3734,Completado,1242.36,Soles,468,,573461,950814,715591868803,7197,33.57,SI,4741******5023,Nacional,Crédito,Visa,QR,BBVA,9654784418,BBVA,10,SI,Paga Rápido,4134,1.79,NO,6.86,5.76,NO,NO,8.32,205500125,C125,Comercio 125,Dirección Y,987654321,correo125@example.com,2024-11-14,Piura,Surco,Provincia X,Departamento X,Mayorista,Salud,89630.5,2017-11-12,7,Diaria,Bronce,92,Producto C,Muebles,121.92,BBVA,0.017,,,False,21.12012,13
3935,125,2024-09-18 00:30:59.514886,Venta,125_3735,Completado,849.09,Soles,330,Sin observaciones,313170,396989,604283601200,5556,5.39,NO,4367******9600,Nacional,Débito,MasterCard,QR,BCP,7070471750,Interbank,11,SI,Paga Rápido,4135,63.96,NO,19.33,5.97,NO,SI,13.61,205500125,C125,Comercio 125,Dirección Y,987654321,correo125@example.com,2024-11-14,Piura,Surco,Provincia X,Departamento X,Mayorista,Salud,89630.5,2017-11-12,7,Diaria,Bronce,64,Producto E,Alimentos,470.27,BCP,0.015,,,False,12.73635,18
3936,125,2024-10-05 00:30:59.514886,Venta,125_3736,En proceso,1759.77,Soles,993,,799292,730680,646164111393,9251,44.38,NO,4891******6764,Nacional,Débito,Visa,Magstripe,BBVA,9004459188,Scotiabank,2,NO,Cashback Program,4136,29.53,SI,12.35,3.33,NO,NO,12.88,205500125,C125,Comercio 125,Dirección Y,987654321,correo125@example.com,2024-11-14,Piura,Surco,Provincia X,Departamento X,Mayorista,Salud,89630.5,2017-11-12,7,Diaria,Bronce,197,Producto C,Alimentos,443.97,BBVA,0.013,,,False,22.87701,5
3937,125,2024-03-30 00:30:59.514886,Venta,125_3737,Rechazado,1081.47,Soles,951,Observado,127847,874442,771471019267,9198,41.96,NO,4845******9535,Internacional,Débito,Amex,QR,BBVA,2500371448,Scotiabank,9,NO,Paga Rápido,4137,92.47,NO,15.25,8.67,NO,SI,9.18,205500125,C125,Comercio 125,Dirección Y,987654321,correo125@example.com,2024-11-14,Piura,Surco,Provincia X,Departamento X,Mayorista,Salud,89630.5,2017-11-12,7,Diaria,Bronce,189,Producto A,Ropa,42.68,BBVA,0.013,,,False,14.05911,30
3938,125,2024-09-09 00:30:59.514886,Venta,125_3738,Rechazado,1379.55,Soles,339,Sin observaciones,634254,296441,149278865521,8086,28.58,SI,4558******7200,Nacional,Crédito,Amex,Manual,BCP,1550967660,Scotiabank,1,SI,Cashback Program,4138,76.86,NO,12.88,1.03,SI,NO,4.53,205500125,C125,Comercio 125,Dirección Y,987654321,correo125@example.com,2024-11-14,Piura,Surco,Provincia X,Departamento X,Mayorista,Salud,89630.5,2017-11-12,7,Diaria,Bronce,66,Producto D,Muebles,453.37,BCP,0.02,,,False,27.591,9
3939,125,2024-02-28 00:30:59.515958,Venta,125_3739,En proceso,869.55,Soles,703,Observado,947903,782797,539033954114,3176,32.59,NO,4971******9385,Internacional,Débito,MasterCard,Magstripe,BCP,7532326575,Interbank,4,SI,Cashback Program,4139,57.1,NO,8.25,4.56,SI,SI,8.25,205500125,C125,Comercio 125,Dirección Y,987654321,correo125@example.com,2024-11-14,Piura,Surco,Provincia X,Departamento X,Mayorista,Salud,89630.5,2017-11-12,7,Diaria,Bronce,139,Producto C,Ropa,75.65,BCP,0.015,,,False,13.043249999999999,28
3940,125,2024-08-14 00:30:59.515958,Venta,125_3740,Completado,1360.26,Soles,834,Observado,914952,410911,278987228164,6460,11.03,NO,4145******4176,Nacional,Débito,Visa,CHIP,BCP,4035473100,Scotiabank,9,NO,Descuento Especial,4140,73.32,SI,10.14,1.36,SI,NO,8.73,205500125,C125,Comercio 125,Dirección Y,987654321,correo125@example.com,2024-11-14,Piura,Surco,Provincia X,Departamento X,Mayorista,Salud,89630.5,2017-11-12,7,Diaria,Bronce,165,Producto D,Ropa,406.69,BCP,0.015,,,False,20.4039,14
3941,126,2024-05-18 00:30:59.515958,Venta,126_3741,Completado,1985.91,Soles,312,Observado,155451,458481,524356504659,8994,13.07,NO,4198******3421,Nacional,Débito,Amex,Magstripe,BBVA,1493229125,Scotiabank,6,NO,Descuento Especial,4141,2.77,SI,12.86,1.46,SI,NO,6.26,205500126,C126,Comercio 126,Dirección Y,987654321,correo126@example.com,2024-11-14,Arequipa,Miraflores,Provincia X,Departamento X,Mayorista,Moda,107315.41,2022-11-30,63,Diaria,Plata,61,Producto B,Alimentos,431.38,BBVA,0.013,,,False,25.81683,18
3942,126,2024-01-18 00:30:59.515958,Venta,126_3742,Completado,1751.74,Soles,454,Observado,557644,785915,882165737160,8041,2.86,NO,4075******5160,Nacional,Crédito,MasterCard,Manual,BBVA,4587145668,BBVA,5,NO,,4142,93.48,SI,6.34,5.3,SI,SI,9.34,205500126,C126,Comercio 126,Dirección Y,987654321,correo126@example.com,2024-11-14,Arequipa,Miraflores,Provincia X,Departamento X,Mayorista,Moda,107315.41,2022-11-30,63,Diaria,Plata,89,Producto D,Electrónica,277.42,BBVA,0.017,,,False,29.779580000000003,18
3943,126,2023-12-22 00:30:59.515958,Venta,126_3743,Rechazado,1881.3,Soles,593,Observado,919206,578930,785801920819,5101,37.08,NO,4850******1433,Nacional,Crédito,Visa,Manual,Interbank,7789815904,BBVA,6,NO,Cashback Program,4143,81.58,NO,4.07,2.57,NO,NO,8.81,205500126,C126,Comercio 126,Dirección Y,987654321,correo126@example.com,2024-11-14,Arequipa,Miraflores,Provincia X,Departamento X,Mayorista,Moda,107315.41,2022-11-30,63,Diaria,Plata,117,Producto C,Alimentos,442.22,Interbank,0.018,,,False,33.8634,22
3944,126,2024-07-30 00:30:59.515958,Venta,126_3744,Completado,1110.93,Soles,305,,899570,858044,126607736534,2947,6.85,NO,4072******6043,Nacional,Crédito,MasterCard,Manual,BBVA,2815209193,BBVA,3,SI,Cashback Program,4144,40.14,SI,13.14,6.44,SI,SI,1.38,205500126,C126,Comercio 126,Dirección Y,987654321,correo126@example.com,2024-11-14,Arequipa,Miraflores,Provincia X,Departamento X,Mayorista,Moda,107315.41,2022-11-30,63,Diaria,Plata,59,Producto E,Electrónica,429.89,BBVA,0.017,,,False,18.885810000000003,30
3945,126,2024-05-24 00:30:59.515958,Venta,126_3745,En proceso,457.42,Soles,153,,943885,952674,641234468968,3033,44.5,SI,4756******2367,Nacional,Débito,Amex,Magstripe,BCP,6576975156,Scotiabank,6,NO,Paga Rápido,4145,9.12,SI,11.62,3.51,NO,SI,0.25,205500126,C126,Comercio 126,Dirección Y,987654321,correo126@example.com,2024-11-14,Arequipa,Miraflores,Provincia X,Departamento X,Mayorista,Moda,107315.41,2022-11-30,63,Diaria,Plata,29,Producto C,Ropa,138.35,BCP,0.015,,,False,6.8613,24
3946,126,2024-11-01 00:30:59.515958,Venta,126_3746,En proceso,424.23,Soles,100,Sin observaciones,924766,784606,696587987701,1961,23.45,SI,4009******5282,Nacional,Débito,MasterCard,Magstripe,Interbank,6748017770,Scotiabank,9,SI,,4146,5.88,SI,9.28,3.86,SI,SI,5.58,205500126,C126,Comercio 126,Dirección Y,987654321,correo126@example.com,2024-11-14,Arequipa,Miraflores,Provincia X,Departamento X,Mayorista,Moda,107315.41,2022-11-30,63,Diaria,Plata,18,Producto E,Ropa,478.05,Interbank,0.012,,,False,5.09076,1
3947,126,2023-12-07 00:30:59.515958,Venta,126_3747,Completado,849.43,Soles,960,,549223,664463,558276646033,2337,22.18,NO,4756******6875,Nacional,Débito,Amex,CHIP,Interbank,2915209261,BCP,3,NO,Cashback Program,4147,64.31,NO,2.39,2.66,NO,SI,4.64,205500126,C126,Comercio 126,Dirección Y,987654321,correo126@example.com,2024-11-14,Arequipa,Miraflores,Provincia X,Departamento X,Mayorista,Moda,107315.41,2022-11-30,63,Diaria,Plata,190,Producto E,Muebles,97.25,Interbank,0.012,,,False,10.193159999999999,7
3948,126,2024-09-05 00:30:59.515958,Venta,126_3748,En proceso,1489.59,Soles,1000,,963348,953673,274589964800,8052,22.41,SI,4806******1682,Internacional,Débito,MasterCard,Manual,BCP,8908942788,BBVA,11,SI,Descuento Especial,4148,77.1,SI,17.35,2.73,SI,NO,1.93,205500126,C126,Comercio 126,Dirección Y,987654321,correo126@example.com,2024-11-14,Arequipa,Miraflores,Provincia X,Departamento X,Mayorista,Moda,107315.41,2022-11-30,63,Diaria,Plata,198,Producto E,Electrónica,224.88,BCP,0.015,,,False,22.343849999999996,5
3949,126,2024-04-05 00:30:59.515958,Venta,126_3749,En proceso,1557.64,Soles,595,,634223,468357,782876161064,2967,38.05,SI,4438******7636,Internacional,Débito,MasterCard,Magstripe,Interbank,8661195863,Interbank,5,SI,Descuento Especial,4149,99.48,NO,2.64,4.85,SI,NO,11.01,205500126,C126,Comercio 126,Dirección Y,987654321,correo126@example.com,2024-11-14,Arequipa,Miraflores,Provincia X,Departamento X,Mayorista,Moda,107315.41,2022-11-30,63,Diaria,Plata,117,Producto E,Alimentos,144.13,Interbank,0.012,,,False,18.69168,5
3950,126,2024-06-08 00:30:59.515958,Venta,126_3750,En proceso,1905.02,Soles,270,Sin observaciones,520106,274880,454261525175,7752,40.55,SI,4959******3906,Nacional,Crédito,MasterCard,Manual,BCP,1691589379,BBVA,2,SI,Descuento Especial,4150,70.44,NO,19.75,3.52,NO,NO,9.3,205500126,C126,Comercio 126,Dirección Y,987654321,correo126@example.com,2024-11-14,Arequipa,Miraflores,Provincia X,Departamento X,Mayorista,Moda,107315.41,2022-11-30,63,Diaria,Plata,52,Producto E,Muebles,318.54,BCP,0.02,,,False,38.1004,8
3951,126,2024-06-11 00:30:59.515958,Venta,126_3751,En proceso,1510.97,Soles,348,Sin observaciones,952914,576234,887486224914,9845,12.44,SI,4879******4789,Nacional,Crédito,Visa,CHIP,Interbank,3529774783,BCP,3,NO,Paga Rápido,4151,62.43,SI,19.38,7.42,NO,NO,10.63,205500126,C126,Comercio 126,Dirección Y,987654321,correo126@example.com,2024-11-14,Arequipa,Miraflores,Provincia X,Departamento X,Mayorista,Moda,107315.41,2022-11-30,63,Diaria,Plata,68,Producto C,Muebles,425.79,Interbank,0.018,,,False,27.19746,11
3952,126,2024-02-21 00:30:59.515958,Venta,126_3752,En proceso,286.53,Soles,169,,477883,940206,799520560397,1046,0.63,NO,4124******5012,Internacional,Débito,Visa,CHIP,Interbank,5579132313,Scotiabank,10,SI,Descuento Especial,4152,1.07,SI,6.21,0.37,NO,SI,7.13,205500126,C126,Comercio 126,Dirección Y,987654321,correo126@example.com,2024-11-14,Arequipa,Miraflores,Provincia X,Departamento X,Mayorista,Moda,107315.41,2022-11-30,63,Diaria,Plata,32,Producto D,Electrónica,333.43,Interbank,0.012,,,False,3.43836,21
3953,126,2023-11-22 00:30:59.515958,Venta,126_3753,Rechazado,82.7,Soles,971,Observado,260043,993016,699619128268,7563,17.81,SI,4221******9381,Nacional,Crédito,MasterCard,Magstripe,Scotiabank,8322698281,Scotiabank,2,NO,,4153,69.01,SI,15.89,0.06,NO,NO,4.69,205500126,C126,Comercio 126,Dirección Y,987654321,correo126@example.com,2024-11-14,Arequipa,Miraflores,Provincia X,Departamento X,Mayorista,Moda,107315.41,2022-11-30,63,Diaria,Plata,193,Producto A,Electrónica,292.46,Scotiabank,0.019,,,False,1.5713,22
3954,126,2024-06-19 00:30:59.515958,Venta,126_3754,Completado,1484.8,Soles,1024,,621432,129635,949374154144,5351,7.93,NO,4683******1002,Nacional,Crédito,Amex,Manual,BBVA,2692081794,BCP,9,SI,Cashback Program,4154,87.19,SI,14.42,4.23,NO,SI,10.93,205500126,C126,Comercio 126,Dirección Y,987654321,correo126@example.com,2024-11-14,Arequipa,Miraflores,Provincia X,Departamento X,Mayorista,Moda,107315.41,2022-11-30,63,Diaria,Plata,203,Producto D,Electrónica,215.43,BBVA,0.017,,,False,25.241600000000002,19
3955,126,2024-02-06 00:30:59.515958,Venta,126_3755,Completado,1246.66,Soles,685,Observado,968831,653138,722211409449,9348,29.57,NO,4047******3594,Internacional,Débito,MasterCard,Manual,Scotiabank,3200806794,BBVA,7,NO,Descuento Especial,4155,94.31,NO,0.9,7.87,NO,NO,2.73,205500126,C126,Comercio 126,Dirección Y,987654321,correo126@example.com,2024-11-14,Arequipa,Miraflores,Provincia X,Departamento X,Mayorista,Moda,107315.41,2022-11-30,63,Diaria,Plata,135,Producto E,Ropa,124.83,Scotiabank,0.014,,,False,17.45324,6
3956,126,2024-10-02 00:30:59.515958,Venta,126_3756,Completado,1890.31,Soles,309,Observado,996684,598794,623728745024,1659,27.91,NO,4212******7842,Nacional,Crédito,MasterCard,Manual,BCP,2543282605,BBVA,3,SI,,4156,40.01,NO,3.19,9.0,SI,SI,5.35,205500126,C126,Comercio 126,Dirección Y,987654321,correo126@example.com,2024-11-14,Arequipa,Miraflores,Provincia X,Departamento X,Mayorista,Moda,107315.41,2022-11-30,63,Diaria,Plata,60,Producto D,Electrónica,283.46,BCP,0.02,,,False,37.8062,2
3957,126,2024-02-10 00:30:59.515958,Venta,126_3757,Completado,1819.07,Soles,11,Sin observaciones,491823,684891,257993815496,2984,17.86,NO,4280******8641,Nacional,Crédito,Visa,Magstripe,BBVA,1354711140,BCP,9,NO,Cashback Program,4157,42.19,NO,10.34,4.89,SI,NO,1.18,205500126,C126,Comercio 126,Dirección Y,987654321,correo126@example.com,2024-11-14,Arequipa,Miraflores,Provincia X,Departamento X,Mayorista,Moda,107315.41,2022-11-30,63,Diaria,Plata,1,Producto A,Ropa,62.04,BBVA,0.017,,,False,30.92419,10
3958,126,2024-04-11 00:30:59.515958,Venta,126_3758,Completado,1024.58,Soles,31,Sin observaciones,570969,194453,295459058737,1529,32.34,SI,4187******9380,Internacional,Crédito,Visa,Magstripe,BCP,5081135129,BCP,11,NO,Paga Rápido,4158,54.47,SI,13.09,3.67,NO,NO,4.58,205500126,C126,Comercio 126,Dirección Y,987654321,correo126@example.com,2024-11-14,Arequipa,Miraflores,Provincia X,Departamento X,Mayorista,Moda,107315.41,2022-11-30,63,Diaria,Plata,5,Producto A,Muebles,425.42,BCP,0.02,,,False,20.4916,11
3959,126,2024-02-06 00:30:59.515958,Venta,126_3759,Completado,1511.83,Soles,81,Observado,187592,118999,690386171669,2950,41.75,NO,4397******6741,Internacional,Débito,Visa,Magstripe,Scotiabank,6283474611,BBVA,2,NO,Cashback Program,4159,0.36,NO,8.26,3.57,SI,SI,14.53,205500126,C126,Comercio 126,Dirección Y,987654321,correo126@example.com,2024-11-14,Arequipa,Miraflores,Provincia X,Departamento X,Mayorista,Moda,107315.41,2022-11-30,63,Diaria,Plata,15,Producto A,Ropa,144.98,Scotiabank,0.014,,,False,21.16562,6
3960,126,2024-07-16 00:30:59.515958,Venta,126_3760,Completado,961.11,Soles,695,Observado,316124,885950,563246568943,1836,9.44,SI,4304******1236,Nacional,Crédito,Amex,QR,Interbank,2058234761,BCP,4,NO,Paga Rápido,4160,0.79,SI,7.47,5.33,NO,SI,4.84,205500126,C126,Comercio 126,Dirección Y,987654321,correo126@example.com,2024-11-14,Arequipa,Miraflores,Provincia X,Departamento X,Mayorista,Moda,107315.41,2022-11-30,63,Diaria,Plata,137,Producto E,Alimentos,428.12,Interbank,0.018,,,False,17.299979999999998,16
3961,126,2024-07-08 00:30:59.515958,Venta,126_3761,En proceso,895.48,Soles,207,Observado,519468,663272,115792362323,6445,48.01,SI,4886******8932,Internacional,Crédito,MasterCard,Manual,BCP,8212321443,Scotiabank,9,NO,,4161,2.68,NO,19.84,0.55,NO,SI,3.42,205500126,C126,Comercio 126,Dirección Y,987654321,correo126@example.com,2024-11-14,Arequipa,Miraflores,Provincia X,Departamento X,Mayorista,Moda,107315.41,2022-11-30,63,Diaria,Plata,40,Producto B,Electrónica,50.34,BCP,0.02,,,False,17.9096,8
3962,126,2024-04-09 00:30:59.515958,Venta,126_3762,En proceso,331.05,Soles,956,Observado,254377,888079,366130242885,5324,5.56,SI,4052******6667,Nacional,Crédito,Visa,QR,Interbank,4292646064,Scotiabank,3,SI,Paga Rápido,4162,78.4,SI,8.08,2.19,SI,SI,13.79,205500126,C126,Comercio 126,Dirección Y,987654321,correo126@example.com,2024-11-14,Arequipa,Miraflores,Provincia X,Departamento X,Mayorista,Moda,107315.41,2022-11-30,63,Diaria,Plata,190,Producto A,Muebles,344.87,Interbank,0.018,,,False,5.9589,9
3963,126,2024-05-28 00:30:59.515958,Venta,126_3763,Rechazado,1756.62,Soles,673,Sin observaciones,972447,632358,928092494540,7684,22.69,NO,4848******3861,Internacional,Crédito,Visa,CHIP,Scotiabank,2664663786,Scotiabank,6,SI,,4163,78.22,SI,7.25,8.11,SI,SI,1.14,205500126,C126,Comercio 126,Dirección Y,987654321,correo126@example.com,2024-11-14,Arequipa,Miraflores,Provincia X,Departamento X,Mayorista,Moda,107315.41,2022-11-30,63,Diaria,Plata,133,Producto C,Muebles,97.81,Scotiabank,0.019,,,False,33.37578,28
